sample_size,rate,mvdd_min,mvdd_max,mvdd_std,mvdd_mean,pnl_min,pnl_max,pnl_std,pnl_mean,double_balance_game_length_min,double_balance_game_length_max,double_balance_game_length_std,double_balance_game_length_mean
900040,0.5,-100.0,-31.0,4.5873,-99.3857,-100.0,26729.4683,878.9199,0.3664,,,,
900040,0.51,-100.0,-31.0,5.9264,-98.9882,-100.0,28934.8049,1308.1194,92.9275,,,,
900040,0.53,-100.0,-15.0,9.1692,-97.6261,-100.0,40240.8421,2680.7985,514.6957,,,,
900040,0.54,-100.0,-15.0,10.9695,-96.6111,-100.0,43155.1684,3648.7419,910.89,,,,
900040,0.52,-100.0,-15.0,7.4568,-98.4173,-100.0,34306.9685,1905.0288,253.6149,,,,
900040,0.55,-100.0,-15.0,12.9399,-95.2694,-100.0,49620.7007,4889.3961,1522.8621,,,,
900040,0.56,-100.0,-15.0,14.9817,-93.6057,-100.0,53740.3942,6391.0987,2407.2662,,,,
900040,0.57,-100.0,-15.0,17.0431,-91.5933,-100.0,59373.2906,8162.5532,3643.2072,,,,
900040,0.58,-100.0,-15.0,19.0798,-89.2698,-100.0,63663.4174,10188.8652,5294.6067,,,,
900040,0.59,-100.0,-15.0,20.9899,-86.6283,-100.0,76933.1553,12450.3362,7456.8784,,,,
900040,0.67,-100.0,-7.0,28.8237,-57.6046,-100.0,151426.1792,33723.239,51581.7595,,,,
900040,0.75,-100.0,-3.0,21.7886,-29.85,-100.0,322684.06,45424.126,161708.3308,,,,
900040,0.68,-100.0,-7.0,28.6342,-53.7123,-100.0,168952.9618,36012.9571,61196.3059,,,,
900040,0.76,-100.0,-3.0,20.3481,-27.1807,-100.0,367295.1092,46055.026,181759.8207,,,,
900040,0.6,-100.0,-7.0,22.7891,-83.6545,-100.0,83315.8687,14911.8701,10206.3355,,,,
900040,0.69,-100.0,-7.0,28.2022,-49.9186,-100.0,188525.901,38098.5221,71854.0153,,,,
900040,0.77,-100.0,-3.0,18.9936,-24.7549,-100.0,393797.2848,46798.1889,203549.122,,,,
900040,0.61,-100.0,-15.0,24.4063,-80.4683,-100.0,84992.5277,17558.7454,13594.1473,,,,
900040,0.7,-100.0,-7.0,27.5217,-46.1204,-100.0,208260.3437,39838.8228,83712.7784,,,,
900040,0.78,-100.0,-3.0,17.5417,-22.43,-100.0,426434.3162,47488.4164,227452.0851,,,,
900040,0.62,-100.0,-7.0,25.7817,-77.0082,-100.0,97652.1939,20277.6895,17728.8855,,,,
900040,0.71,-100.0,-7.0,26.645,-42.4937,-100.0,234685.6505,41371.5412,96754.8565,,,,
900040,0.79,-100.0,-3.0,16.068,-20.2753,-100.0,490190.1975,48074.4285,253562.0102,,,,
900040,0.63,-100.0,-7.0,26.9583,-73.3165,-100.0,111218.8002,23102.8697,22697.5676,,,,
900040,0.72,-100.0,-7.0,25.6591,-39.1406,-100.0,261842.9185,42781.5518,110816.8744,,,,
900040,0.64,-100.0,-7.0,27.8543,-69.4677,-100.0,112331.9882,25918.3091,28547.7458,,,,
900040,0.73,-100.0,-3.0,24.4649,-35.8287,-100.0,267107.9712,43840.5798,126371.6633,,,,
900040,0.65,-100.0,-7.0,28.4572,-65.5229,-100.0,127858.0903,28640.2313,35271.9033,,,,
900040,0.74,-100.0,-7.0,23.1783,-32.7493,-100.0,307048.6725,44752.2627,143298.1571,,,,
900040,0.66,-100.0,-7.0,28.8021,-61.6257,-100.0,139845.8788,31281.8522,42876.4934,,,,
