sample_size,rate,mvdd_min,mvdd_max,mvdd_std,mvdd_mean,pnl_min,pnl_max,pnl_std,pnl_mean,double_balance_game_length_min,double_balance_game_length_max,double_balance_game_length_std,double_balance_game_length_mean
4,0.5,-88.0834,-10.5736,31.4937,-34.9036,89.2367,89.9106,0.2544,89.4867,820,2544,862.0,1682.0
4,0.51,-58.2379,-10.7076,20.9583,-33.9546,89.2611,218068943.6278,104525507.3384,104312013.9265,793,472248,87973.1941,36689.0976
4,0.52,-50.6718,-12.3093,16.0869,-22.9229,89.4488,386500270.0641,167359487.3347,96625134.8718,441,257572,60998.6024,26655.1429
4,0.53,-46.1259,-30.9896,6.1612,-36.7725,572171897.8775,606531119.3406,13265553.1576,592474553.5654,394,359931,80453.1347,32589.1364
4,0.54,-34.4701,-21.1054,4.983,-28.7311,784863742.8336,806147106.6638,8448950.8869,792267924.5986,355,273593,59763.2592,24332.6932
4,0.55,-26.34,-14.3461,4.3893,-19.2339,89.6906,995917717.2227,496450158.394,496445635.4393,339,427017,94144.0051,36801.1957
4,0.56,-32.6935,-12.3356,7.362,-20.9688,89.3549,1196765581.0592,516118052.8953,893907126.3576,365,348705,77219.4077,30427.9855
4,0.57,-27.2078,-16.5987,4.1375,-20.8054,1372921412.532,1407455274.1725,13832414.7538,1390021265.8532,265,302335,67059.4178,26382.3152
4,0.58,-18.6173,-13.2383,2.0415,-15.4466,1562326001.5939,1593304572.4647,11545559.4769,1581426393.9695,182,268463,59158.8152,23162.3152
4,0.59,-18.3646,-11.6005,2.7063,-14.5723,1773265081.1689,1790918220.1321,7573896.9395,1782250978.9117,215,471690,103028.4573,39223.4792
4,0.6,-15.8741,-10.6719,1.9735,-12.8288,1993161964.1726,2001053519.0008,2890385.3429,1996537866.597,230,421294,92121.7619,35029.5729
4,0.61,-15.7647,-10.6093,2.0582,-13.41,2186556296.6006,2209723403.6808,9370295.7083,2202639598.9421,182,382614,83448.5909,31756.2083
4,0.62,-14.2775,-9.6883,1.6396,-11.7585,2371709911.7089,2390640016.6631,7015730.2628,2381835462.3719,170,354010,77472.7014,29372.4167
4,0.63,-10.493,-8.6757,0.6429,-9.6025,89.507,2598885802.1068,1121576584.8323,1942588476.2073,172,324352,71206.4509,27005.3056
4,0.64,-14.0458,-9.7335,1.5565,-11.9045,2785222760.4046,2799802667.4994,6606711.0606,2792119460.454,150,299176,65684.2669,25017.3125
4,0.65,-10.5825,-8.7761,0.7358,-9.4536,2986361129.1139,3011785901.5126,10111440.0682,2994830403.3054,130,280776,61605.1883,23411.2396
4,0.66,-11.459,-10.5109,0.392,-10.786,3187560293.7839,3199483069.001,4798315.9421,3191495524.0618,132,263802,57664.4372,21931.9375
4,0.67,-10.5825,-7.5558,1.1874,-8.6511,3384184726.5412,3389688179.9569,2197971.7151,3387891772.4945,134,495398,106898.4722,39614.73
4,0.68,-8.8034,-5.9931,1.1227,-7.8041,3586351753.7606,3596386046.0647,4020536.0165,3589477584.6984,124,466760,101009.5553,37388.7
4,0.69,-10.4841,-5.9367,1.638,-8.217,3781540164.5031,3800072317.1108,7095190.8683,3793264783.0143,116,443310,95508.2358,35388.94
4,0.7,-10.6361,-5.9085,1.9433,-7.3373,3981570314.7133,4001835630.7221,8420168.6292,3990991432.2735,120,419734,90714.246,33602.68
4,0.71,-9.5618,-5.8708,1.3758,-7.2805,4185000765.1455,4197301886.5131,4617955.8739,4190864973.8444,106,401188,86510.6053,32014.22
4,0.72,-5.899,-4.9295,0.4105,-5.6402,4378718854.0561,4397740377.3992,6741209.4888,4387821638.7227,114,382236,82672.8826,30617.93
4,0.73,-5.852,-4.9105,0.3908,-5.1768,4588280065.1534,4606210315.0468,6591607.9988,4596307765.0811,90,365624,78906.8056,29235.26
4,0.74,-6.8028,-4.9105,0.6697,-5.8755,4780939358.971,4797347090.1852,5901241.8338,4789174226.973,94,350380,75700.1785,28045.79
4,0.75,-5.8614,-4.0268,0.6487,-4.9392,4989296908.6862,5011394424.9635,9081846.6932,4995780989.6279,108,336292,72534.8245,26856.2
4,0.76,-7.7809,-3.9692,1.4297,-5.3975,5171424776.7589,5204584826.019,12103423.4758,5187835647.6812,94,324922,69987.0939,25907.77
4,0.77,-5.852,-3.9788,0.6623,-4.913,5376363912.9509,5397764877.2466,8163895.2006,5388094965.7017,96,313038,67338.8368,24925.73
4,0.78,-4.939,-4.901,0.0165,-4.9105,5592249409.611,5594965782.0885,1006371.6552,5593707721.2826,95,300702,64917.9419,24027.56
4,0.79,-4.9105,-3.9884,0.3979,-4.6776,5784869005.9077,5794803507.4066,3838726.415,5788357351.3841,88,289944,62642.7658,23197.92
