sample_size,rate,mvdd_min,mvdd_max,mvdd_std,mvdd_mean,pnl_min,pnl_max,pnl_std,pnl_mean,double_balance_game_length_min,double_balance_game_length_max,double_balance_game_length_std,double_balance_game_length_mean
9000,0.55,-87.4371,-17.4226,9.3515,-46.9835,185356510579.3379,422133660749.5801,20341479182.017,306609846216.3816,24,637596,69214.4012,22878.5711
9000,0.6,-76.0942,-16.3,9.0388,-38.9343,135520053792.255,294181262860.9574,7002689219.6146,235626177966.5842,26,566395,89313.491,29330.6325
9000,0.65,-73.7299,-7.0,8.7905,-31.8957,161393113052.2148,252589572818.927,2455835732.3817,205347931667.4033,26,529114,52843.4398,17593.1158
9000,0.7,-63.9699,-7.0,8.3822,-25.8456,174514943380.8869,211074755714.2045,759576610.9157,192362314938.5699,26,283322,55773.46,18616.3243
9000,0.75,-63.9699,-3.172,7.7865,-19.8123,178972921150.2499,191497990143.3963,250777084.6296,187384525548.5236,27,288044,57261.7748,19109.0725
